ling,yuan,xing 〇
tao,shao 㲈
que 㲉
rui 㲊
chuo 㲋
neng 㲌
zhi 㲍
lou 㲎
pao 㲏
qu,bao 㲒
rong,shu 㲓
xian 㲔
lei 㲕
xiao 㲖
fu 㲗
qu 㲘
sha 㲚
zhi 㲛
tan 㲜
rong 㲝
zu,su 㲞
ying 㲟
mao 㲠
nai 㲡
bian 㲢
shuai 㲤
tang 㲥
han 㲦
sao 㲧
rong 㲨
deng 㲪
pu 㲫
jiao 㲬
tan 㲭
ran 㲯
ning 㲰
lie 㲱
die 㲲
die,zhi 㲳
zhong 㲴
lv 㲶
dan 㲷
xi 㲸
gui 㲹
ji 㲺
ni 㲻
yi,cha 㲼
nian,ren 㲽
yu 㲾
wang 㲿
guo 㳀
ze 㳁
yan 㳂
cui 㳃
xian 㳄
jiao 㳅
tou 㳆
fu 㳇
pei 㳈
zhong,you 㳊
qiu 㳋
ya 㳌
bu 㳍
bian 㳎
shi 㳏
zha 㳐
yi 㳑
bian 㳒
dui 㳔
lan 㳕
yi 㳖
chai,cha 㳗
chong 㳘
xuan 㳙
xu 㳚
yu,you 㳛
xiu 㳜
ta 㳠
guo 㳡
long 㳥
xie 㳦
re,che 㳧
jian 㳨
tan 㳩
pi 㳪
zan 㳫
xuan 㳬
xian 㳭
niao 㳮
mi 㳴
ji 㳵
nou,ru 㳶
min,hu,tui,wen 㳷
hua 㳸
wang 㳹
you 㳺
ze 㳻
yu,bi 㳼
mi 㳽
qiang 㳾
xie 㳿
fan 㴀
yi 㴁
tan 㴂
lei 㴃
yong 㴄
jin 㴆
mang,she 㴇
yin 㴈
ji 㴉
su 㴋
nai 㴎
wang 㴏
mian 㴐
su 㴑
yi 㴒
shai 㴓
se,xi,yi 㴔
ji 㴕
luo 㴖
you 㴗
mao 㴘
zha 㴙
sui 㴚
zhi 㴛
bian 㴜
li 㴝
qiao 㴥
guan 㴦
xi 㴧
zhen 㴨
yong 㴩
nie 㴪
ya,jun 㴫
xie 㴬
yao 㴭
xie 㴮
zhi 㴯
neng 㴰
si 㴲
long 㴳
chen 㴴
mi 㴵
que,hu 㴶
dan 㴷
shan 㴸
su 㴼
xie 㴽
bo 㴾
ding 㴿
zu 㵀
shu 㵂
she 㵃
yu,han 㵄
tan 㵅
gao 㵆
na 㵊
mi 㵋
xun 㵌
men 㵍
jian 㵎
cui 㵏
jue 㵐
he 㵑
pai,bi,fei 㵒
shi 㵓
che 㵔
shen 㵕
nv 㵖
ping 㵗
man 㵘
yi 㵝
chou 㵞
ku 㵠
bao 㵡
lei 㵢
ke 㵣
sha 㵤
bi 㵥
sui 㵦
yi,ge 㵧
pi,bo 㵨
yi 㵩
yan,xian 㵪
ni 㵫
ying 㵬
zhu 㵭
chun 㵮
feng 㵯
xu 㵰
piao 㵱
wu 㵲
liao 㵳
cang 㵴
ju,zou 㵵
zuo 㵶
bian 㵷
yao 㵸
mo,huan 㵹
pai 㵺
xiu 㵻
lei 㵽
qing,jing 㵾
xiao 㵿
jiao 㶀
huo,guo 㶁
yan 㶄
xue 㶅
chu,zhu 㶆
heng 㶇
ying 㶈
xi 㶉
lian 㶌
xian 㶍
huan 㶎
yin 㶏
lian 㶑
shan,shen,tan 㶒
cang 㶓
bei 㶔
jian 㶕
shu 㶖
fan 㶗
dian 㶘
ba 㶚
yu 㶛
nang 㶞
lei 㶟
yi 㶠
huo,dai 㶡
yin,chan 㶣
chao 㶤
gan 㶥
jin 㶦
nen 㶧
liao 㶫
mo 㶬
you 㶭
liu 㶯
han 㶰
yong 㶲
jin 㶳
chi 㶴
ren 㶵
nong 㶶
hong 㶹
tian 㶺
ai,xi 㶼
gua 㶽
biao 㶾
bo 㶿
qiong 㷀
shu 㷂
chui 㷃
hui 㷄
chao 㷅
fu 㷆
hui,guai 㷇
e 㷈
wei 㷉
fen 㷊
tan 㷋
lun 㷍
he 㷎
yong 㷏
hui 㷐
yu 㷒
zong 㷓
yan 㷔
qiu 㷕
zhao 㷖
jiong 㷗
tai 㷘
tui 㷟
lin 㷠
jiong 㷡
zha 㷢
xing 㷣
hu,xue 㷤
xu 㷦
cui 㷪
qing 㷫
mo 㷬
zao 㷮
beng 㷯
chi,li 㷰
yan 㷳
ge 㷴
mo 㷵
bei 㷶
juan 㷷
die 㷸
shao,zhao 㷹
wu 㷻
yan 㷼
jue 㷾
xian 㷿
tai 㸀
han 㸁
dian 㸃
ji 㸄
ji,jie 㸅
kao 㸆
zuan 㸇
xie 㸉
lai,la 㸊
fan 㸋
huo 㸌
xi 㸍
nie 㸎
mi 㸏
ran 㸐
cuan 㸑
yin,jing 㸒
mi 㸓
jue 㸕
qu 㸖
tong 㸗
wan 㸘
zhe 㸙
li 㸚
shao 㸛
kong 㸜
kan,xian 㸝
zhe 㸞
zhi 㸟
tiao 㸠
shu 㸡
bei 㸢
ye 㸣
pian 㸤
chan 㸥
hu,jia 㸦
ken 㸧
jiu 㸨
an 㸩
chun 㸪
qian 㸫
bei 㸬
ba 㸭
fen 㸮
ke 㸯
tuo 㸰
tuo 㸱
zuo 㸲
ling 㸳
gui 㸵
yan 㸶
shi 㸷
kou,hou,ou 㸸
lie,luo 㸹
sha 㸺
si 㸻
bei 㸽
ren 㸾
du 㸿
bo 㹀
liang 㹁
qian 㹂
fei 㹃
ji 㹄
zong 㹅
hui 㹆
jian,he 㹇
li 㹈
wan,yuan 㹉
yue 㹊
xiu 㹋
sheng,chan 㹌
di 㹍
lei 㹎
jin 㹏
chong 㹐
si 㹑
pu 㹒
yao 㹓
jiang 㹔
huan 㹕
huan 㹖
tao 㹗
ru 㹘
weng 㹙
ying 㹚
rao 㹛
yin 㹜
shi 㹝
ya,yin 㹞
kuai,jue 㹟
tun 㹠
xuan 㹡
ga,jia 㹢
zhong 㹣
qie 㹤
zhu 㹥
diao 㹦
you 㹨
yi 㹫
shi 㹬
yi 㹭
mo 㹮
que 㹱
xiao 㹲
wu 㹳
geng 㹴
ying 㹵
ting 㹶
shi 㹷
ni 㹸
geng 㹹
ta 㹺
wei,wo 㹻
ju 㹼
chan 㹽
piao,jiao 㹾
zhuo,zhao 㹿
hu,nao 㺀
nao 㺁
gan,yan 㺂
gou 㺃
yu 㺄
hou 㺅
si 㺇
chi 㺈
hu 㺉
yang 㺊
weng 㺋
xian 㺌
pin 㺍
rong 㺎
lou 㺏
lao,sao 㺐
shan,sao 㺑
qiao,nao,xiao 㺒
ze 㺓
hui,hai 㺔
fan,bian 㺕
han 㺖
chan 㺗
zhan 㺘
ta 㺚
zhu 㺛
nong 㺜
han 㺝
yu 㺞
zhuo 㺟
you 㺠
li 㺡
huo 㺢
xi 㺣
xian 㺤
chan 㺥
lian 㺦
si 㺨
qiu,jiu 㺩
pu 㺪
qiu 㺫
gong 㺬
zi 㺭
yu 㺮
reng 㺱
niu 㺲
mei 㺳
ba 㺴
jiu 㺵
xu 㺷
ping 㺸
bian 㺹
mao 㺺
yi 㺿
yu 㻀
ping 㻂
qu 㻃
bao 㻄
hui 㻅
bu 㻉
mang 㻊
la 㻋
tu 㻌
wu 㻍
li 㻎
ling 㻏
ji 㻑
jun 㻒
zou 㻓
duo 㻔
jue 㻕
dai 㻖
bei 㻗
la 㻝
ban,bin 㻞
sui 㻟
tu 㻠
die,xue 㻡
duo 㻧
sui 㻪
bi 㻫
tu 㻬
se 㻭
can 㻮
tu 㻯
mian 㻰
jin 㻱
lv 㻲
zhan 㻵
bi 㻶
ji 㻷
zen 㻸
xuan 㻹
li 㻺
xuan,sui 㻽
yong 㻾
shu 㻿
e 㼂
qiong 㼇
luo 㼈
zhen 㼉
tun 㼊
gu,ru 㼋
yu 㼌
lei 㼍
bo 㼎
nei 㼏
pian 㼐
lian 㼑
tang 㼒
lian 㼓
wen 㼔
dang 㼕
li 㼖
ting 㼗
wa 㼘
zhou 㼙
gang 㼚
xing 㼛
ang 㼜
fan 㼝
peng,beng 㼞
bo 㼟
tuo 㼠
shu 㼡
yi 㼢
bo 㼣
qie 㼤
tou,kao 㼥
gong 㼦
tong 㼧
han 㼨
sheng,cheng 㼩
jie 㼪
hua,huan 㼫
xing 㼬
dian 㼭
chai,qi 㼮
dong 㼯
pi 㼰
ruan,jun 㼱
lie 㼲
sheng 㼳
ou 㼴
di 㼵
yu 㼶
zhuan,chuan 㼷
rong 㼸
huang,kang 㼹
tang 㼺
cong 㼻
piao 㼼
chuang,shuang 㼽
lu 㼾
zhong,tong 㼿
zheng 㽀
li 㽁
sa 㽂
pan 㽃
si 㽄
dang 㽆
hu 㽇
yi 㽈
xian 㽉
xie 㽊
luo 㽋
liu 㽌
xin,tan 㽎
gan 㽏
tan 㽑
you 㽕
nan 㽖
gang 㽘
jun 㽙
chi 㽚
qu,gou 㽛
wan 㽜
li 㽝
liu 㽞
lie 㽟
xia 㽠
bei 㽡
an 㽢
yu 㽣
ju 㽤
rou 㽥
xun 㽦
zi 㽧
cuo 㽨
can 㽩
zeng 㽪
yong 㽫
pi,fu 㽬
ruan 㽭
xi 㽯
shu 㽰
niu,jiao,jiu 㽱
jiao,xiu 㽲
xu 㽳
zhang 㽴
shui 㽷
chen 㽸
fan 㽹
ji 㽺
zhi 㽻
gu 㽽
wu 㽾
qu,qie 㾀
shu 㾁
hai 㾂
tuo 㾃
du,chou 㾄
zi 㾅
ran 㾆
mu 㾇
fu 㾈
ling 㾉
se,ji,ci 㾊
xiu 㾋
xuan 㾌
nai 㾍
ya,xia 㾎
ya,jie 㾏
li 㾐
da,he 㾑
ru 㾒
yuan 㾓
lv 㾔
shen 㾕
li 㾖
liang 㾗
geng 㾘
xin,xi 㾙
xie 㾚
qin 㾛
qie 㾜
che 㾝
you 㾞
bu 㾟
kuang 㾠
que 㾡
ai 㾢
qin 㾣
qiang 㾤
chu 㾥
pei 㾦
kuo,luo 㾧
ai,yi,qi 㾨
guai 㾩
sheng 㾪
pian 㾫
zhou 㾭
huang 㾮
hui,tui 㾯
hu 㾰
bei 㾱
zha 㾴
ji 㾵
gu 㾶
xi 㾷
gao 㾸
chi,zhai,chai 㾹
ma 㾺
chu,zhu 㾻
tui 㾼
zhui,tui 㾽
lian,xian 㾾
lang 㾿
dai,zhi 㿃
ai 㿄
xian 㿅
guo 㿆
xi 㿇
tui 㿉
can 㿊
sao 㿋
xian 㿌
jie 㿍
fen 㿎
qun 㿏
yao 㿑
dao,zhou,chou 㿒
jia 㿓
lei 㿔
yan 㿕
lu 㿖
tui 㿗
ying 㿘
pi 㿙
luo 㿚
li 㿛
bie 㿜
mao 㿞
bai 㿟
huang 㿠
yao 㿢
he 㿣
chun 㿤
he 㿥
ning 㿦
chou 㿧
li 㿨
tang 㿩
huan 㿪
bi 㿫
ba 㿬
le,che 㿭
yang 㿮
da 㿯
bi,ao 㿰
xue 㿱
zi 㿳
da 㿴
ran 㿵
bang 㿶
cao,cuo 㿷
wan,man 㿸
ta 㿹
bao 㿺
gan 㿻
yan 㿼
xi 㿽
zhu 㿾
ya 㿿
fan 䀀
you 䀁
an 䀂
tui 䀃
meng 䀄
she 䀅
jin 䀆
gu 䀇
ji 䀈
qiao 䀉
jiao 䀊
yan 䀋
xi 䀌
kan 䀍
mian 䀎
xun,xuan 䀏
shan 䀐
wo 䀑
qian 䀒
huan 䀓
ren 䀔
zhen 䀕
tian 䀖
xue,jue 䀗
ji,xie 䀘
qi 䀙
ang 䀚
ma,mei,wu 䀛
gu 䀜
tao 䀞
fan 䀟
ju 䀠
dian,chan,tan 䀡
shun 䀢
bi,ma 䀣
mao 䀤
shuo 䀥
gu 䀦
hong 䀧
hua,gua 䀨
luo 䀩
hang 䀪
tun,jia 䀫
quan 䀬
gai 䀭
huang 䀮
bu 䀯
gu 䀰
feng 䀱
mu 䀲
ai 䀳
ya,keng,ying 䀴
shun 䀵
liang,lang 䀶
jie 䀷
chi 䀸
ya,jie,zha,she,jia 䀹
tao,chou 䀺
ping 䀻
chen,ren 䀼
yan 䀽
du 䀾
di 䀿
liang 䁁
xian 䁂
biao 䁃
xing 䁄
meng 䁅
ye 䁆
mi 䁇
qi 䁈
qi 䁉
wo 䁊
zhe,xie 䁋
yu 䁌
kan,qia 䁍
ting,cheng 䁎
yao 䁏
ying 䁐
yang 䁑
ji,zi 䁒
zong,jie 䁓
xuan,han 䁔
min 䁕
lou 䁖
kai 䁗
yao 䁘
yan 䁙
qiong,sun 䁚
gui 䁛
huang 䁜
ying 䁝
sheng 䁞
cha 䁟
lian 䁠
xuan 䁢
chuan 䁣
hui,zhe,che 䁤
ni 䁥
qu 䁦
miao 䁧
huo 䁨
yu 䁩
zhan 䁪
hu,meng 䁫
ceng 䁬
biao 䁭
qian 䁮
xi,xie 䁯
jiang 䁰
kou 䁱
mai 䁲
mang 䁳
shan,zhan 䁴
huan,bian 䁵
jiao,ji 䁶
wu,jue 䁷
nang,nong 䁸
bi 䁹
yi,shi 䁺
shuo,li 䁻
mo 䁼
lie 䁽
mie 䁾
mo 䁿
xi 䂀
chan 䂁
qu 䂂
jiao 䂃
huo 䂄
xian 䂅
xu 䂆
niu 䂇
tong 䂈
hou 䂉
yu 䂊
chong 䂌
bo 䂍
cuan,zuan 䂎
diao 䂏
zhuo 䂐
ji 䂑
qia 䂒
xing 䂔
hui 䂕
shi 䂖
ku 䂗
dui 䂙
yao 䂚
yu 䂛
bang 䂜
jie 䂝
zhe 䂞
jia 䂟
shi 䂠
di 䂡
dong 䂢
ci 䂣
fu 䂤
min 䂥
zhen 䂦
zhen 䂧
qing,yan 䂩
qiao,diao 䂪
hong,hang 䂫
gong 䂬
qiao 䂭
lve 䂮
guai 䂯
la 䂰
rui 䂱
fa 䂲
cuo,cha 䂳
yan 䂴
gong 䂵
jie 䂶
guai 䂷
guo 䂸
suo 䂹
ke,wo 䂺
zheng 䂻
nie 䂼
diao 䂽
lai 䂾
ta 䂿
cui 䃀
ya 䃁
gun 䃂
di 䃅
mian 䃇
jie 䃈
min 䃉
ju 䃊
yu 䃋
yin,zhen 䃌
zhao 䃍
zha 䃎
xing 䃏
ban,pan 䃑
he 䃒
gou 䃓
qiong,hong 䃔
luo,lao 䃕
wu 䃖
zhuo,bo 䃗
keng 䃘
lu 䃙
zu,cu 䃚
lian 䃛
yi 䃜
qiao 䃝
shu 䃞
xuan 䃠
jin,qin 䃡
qin 䃢
hui 䃣
su 䃤
chuang 䃥
dun 䃦
long 䃧
nao 䃩
tan 䃪
dan 䃫
wei,lei,kui 䃬
gan 䃭
da 䃮
li 䃯
ca 䃰
xian 䃱
pan 䃲
lie,la 䃳
zhu 䃴
niao 䃵
gui,guai,huai 䃶
ying 䃷
jin,xian 䃸
lan 䃹
mo 䃺
ba 䃻
fu,gui,zhi 䃽
bi 䃾
fu 䃿
huo 䄀
yi 䄁
liu 䄂
yin 䄄
juan 䄅
huo,huan 䄆
cheng 䄇
xiang,dou 䄈
e 䄉
yan 䄋
zhui,chuo 䄌
zha 䄍
qi 䄎
yu 䄏
quan 䄐
huo 䄑
nie 䄒
huang 䄓
ju 䄔
she 䄕
peng 䄘
ming 䄙
cao 䄚
lou 䄛
chi,li 䄜
chuang 䄝
cui 䄟
shan 䄠
dan 䄡
qi 䄢
lai,lan 䄤
ling 䄥
liao 䄦
reng 䄧
yu 䄨
yi 䄩
diao 䄪
qi 䄫
yi 䄬
nian 䄭
fu 䄮
jian 䄯
ya 䄰
fang 䄱
rui 䄲
xian 䄳
bi,bo 䄶
shi 䄷
po 䄸
nian 䄹
zhi,ti 䄺
tao,chao,tiao 䄻
tian 䄼
tian 䄽
rong,ru 䄾
yi 䄿
lie 䅀
an 䅁
he 䅂
qiong,jiong 䅃
li 䅄
gui,wa 䅅
zi 䅆
su 䅇
yuan 䅈
ya 䅉
cha 䅊
wan 䅋
juan 䅌
ting 䅍
you 䅎
hui 䅏
jian 䅐
rui 䅑
mang 䅒
ju 䅓
zi 䅔
ju 䅕
an,ye,yan 䅖
sui 䅗
lai 䅘
hun 䅙
quan 䅚
chang 䅛
chui,tuo,duo 䅜
kong 䅝
ne 䅞
can 䅟
ti 䅠
xu 䅡
jiu 䅢
huang 䅣
qi 䅤
jie,ge 䅥
mao 䅦
yin,yan 䅧
zhi,qi 䅩
tui 䅪
ai 䅬
pang 䅭
cang 䅮
tang 䅯
en 䅰
hun 䅱
qi 䅲
chu,zou 䅳
suo 䅴
zhuo 䅵
nou 䅶
tu,chu 䅷
zu,shen 䅸
lou 䅹
biao,miao 䅺
li 䅻
man 䅼
gu,xin 䅽
qian,cen 䅾
hua,huang 䅿
mei 䆀
gao 䆁
lian 䆂
dao 䆃
zhan 䆄
zi 䆅
zhi 䆈
ba 䆉
mei,cui 䆊
qiu 䆋
long 䆍
xian 䆎
fei,fen 䆏
guo 䆐
cheng 䆑
jiu 䆒
ruan,e 䆓
chong 䆔
yue 䆕
hong 䆖
yao 䆗
ya,za 䆘
yao 䆙
dong,tong 䆚
zha 䆛
you 䆜
xue,zhu 䆝
yao 䆞
ke,ao 䆟
huan 䆠
lang 䆡
yue 䆢
chen 䆣
shen 䆦
ning 䆨
ming 䆩
hong 䆪
chuang 䆫
yun 䆬
xuan 䆭
jin 䆮
zhuo 䆯
yu 䆰
tan 䆱
kang 䆲
qiong 䆳
cheng 䆵
jiu 䆶
xue 䆷
zheng 䆸
chong,tong 䆹
pan 䆺
qiao 䆻
qu 䆽
lan 䆾
yi 䆿
rong 䇀
si 䇁
qian 䇂
si 䇃
fa 䇅
meng 䇇
hua 䇈
hai 䇋
qiao 䇌
chu,qi 䇍
que 䇎
dui 䇏
li 䇐
pi,ba 䇑
jie 䇒
xu 䇓
nuo,luo 䇔
yun 䇖
zhong 䇗
hu 䇘
yin 䇙
zhi 䇛
qian 䇜
gan 䇞
jian 䇟
zhu 䇠
zhu 䇡
gu,ku 䇢
nie 䇣
rui 䇤
ze 䇥
ang,ying 䇦
ji,zhi 䇧
xiang,gong 䇨
ye,yi 䇩
chi 䇪
ji 䇫
shu,chuang,zhu 䇬
lao 䇭
ren 䇮
rong 䇯
zheng 䇰
na 䇱
ce,jia 䇲
yi 䇵
wo,jue 䇶
bie 䇷
ting,cheng 䇸
jun 䇹
dou 䇺
wei 䇻
yi 䇼
zhe,zhi 䇽
yan 䇾
san 䈀
lun 䈁
ping 䈂
zhao 䈃
han 䈄
yu 䈅
dai 䈆
zhao 䈇
fei,ba 䈈
sha,qie 䈉
ling 䈊
ta 䈋
qu 䈌
mang,meng 䈍
ye 䈎
fu,bao 䈏
gui 䈐
gua 䈑
lan,nan 䈒
qia,ge 䈓
ji,yi,shi,ti 䈕
ke 䈖
suo 䈗
ci 䈘
zhou 䈙
tai 䈚
kuai 䈛
qin 䈜
xu 䈝
du 䈞
zha,ce 䈟
yuan,huan 䈠
song,cong 䈡
xi,sai 䈢
zheng 䈣
qian 䈤
jin 䈥
zong 䈦
wei 䈧
xi 䈪
na 䈫
pu 䈬
sou,huai 䈭
ju 䈮
zhen 䈯
shao 䈰
tao 䈱
ban,pan 䈲
ta 䈳
qian 䈴
weng 䈵
rong 䈶
luo 䈷
hu 䈸
sou 䈹
zhong 䈺
pu 䈻
mi,mie 䈼
jin 䈽
shao,shuo 䈾
mi 䈿
shu 䉀
ling 䉁
lei 䉂
jiang 䉃
leng 䉄
zhi 䉅
diao 䉆
san 䉈
gu,hu 䉉
fan 䉊
mei 䉋
sui 䉌
jian 䉍
tang 䉎
xie 䉏
ku 䉐
wu 䉑
fan 䉒
luo 䉓
can 䉔
ceng 䉕
ling 䉖
yi 䉗
cong 䉘
yun 䉙
meng 䉚
yu,ao 䉛
zhi 䉜
yi 䉝
dan 䉞
huo 䉟
wei 䉠
tan 䉡
se 䉢
xie 䉣
sou 䉤
song 䉥
qian 䉦
liu 䉧
yi 䉨
lei 䉪
li 䉫
fei 䉬
lie 䉭
lin 䉮
xian 䉯
jiao,xiao 䉰
ou 䉱
mi 䉲
xian 䉳
rang 䉴
zhuan,zuan 䉵
shuang 䉶
yan 䉷
bian 䉸
ling 䉹
hong 䉺
qi 䉻
liao 䉼
ban 䉽
bi 䉾
hu 䉿
hu 䊀
se,ce 䊂
pei 䊃
qiong 䊄
ming 䊅
qiu,jiu 䊆
bu 䊇
mei 䊈
san 䊉
wei 䊊
li 䊍
qun,quan 䊎
hun 䊐
xiang 䊑
shi 䊓
ying 䊔
nan 䊖
huang 䊗
jiu 䊘
yan 䊙
sa 䊛
tuan 䊜
xie 䊝
zhe,che 䊞
men 䊟
xi 䊠
man 䊡
huang 䊣
dan,tan 䊤
xiao 䊥
ye 䊦
bi 䊧
luo 䊨
fan 䊩
li 䊪
cui 䊫
chua 䊬
dao,chou 䊭
di 䊮
kuang 䊯
chu 䊰
xian 䊱
chan 䊲
mi,mo 䊳
qian 䊴
qiu 䊵
zhen 䊶
hu 䊺
gan 䊻
chi 䊼
guai,jue 䊽
mu 䊾
bo 䊿
hua 䋀
geng 䋁
yao 䋂
mao 䋃
wang 䋄
na,ru 䋈
xue 䋉
zheng 䋊
min 䋋
jiang 䋌
zhan 䋎
zuo,zha 䋏
yue 䋐
lie 䋑
zhou 䋓
bi 䋔
ren 䋕
yu 䋖
chuo 䋘
er 䋙
yi 䋚
mi 䋛
qing 䋜
wang 䋞
ji 䋟
bu 䋠
bie 䋢
po,fan 䋣
yue 䋤
li 䋥
fan 䋦
qu 䋧
fu 䋨
er 䋩
e 䋪
zheng 䋫
tian 䋬
yu 䋭
jin 䋮
qi 䋯
ju 䋰
lai 䋱
che 䋲
bei 䋳
niu 䋴
ye,yi 䋵
xu,xie 䋶
mou 䋷
xun 䋸
fu 䋹
nin 䋻
ting,ying 䋼
beng 䋽
na,zha 䋾
wei 䋿
ke 䌀
yao 䌁
ou 䌂
shuo,xiao 䌃
geng 䌄
tang 䌅
gui 䌆
hui 䌇
ta 䌈
yao 䌊
da 䌋
qi 䌌
jin 䌍
lve 䌎
mi 䌏
mi 䌐
jian 䌑
lu 䌒
fan 䌓
ou 䌔
mi 䌕
jie 䌖
fu 䌗
bi,bie 䌘
huang 䌙
su 䌚
yao 䌛
nie 䌜
jin 䌝
lian 䌞
bi,bo 䌟
jian 䌠
ti 䌡
ling 䌢
zuan 䌣
zhi,shi 䌤
yin 䌥
dao 䌦
chou 䌧
ca,cai 䌨
mie 䌩
yan 䌪
lan 䌫
chong 䌬
jiao 䌭
shuang 䌮
quan,guan 䌯
nie 䌰
luo 䌱
shi 䌳
luo 䌴
zhu 䌵
chou 䌷
juan 䌸
jiong 䌹
er 䌺
yi 䌻
rui 䌼
cai 䌽
ren 䌾
fu 䌿
lan 䍀
sui 䍁
yu 䍂
you 䍃
dian 䍄
ling 䍅
zhu 䍆
ta 䍇
ping 䍈
zhai 䍉
jiao 䍊
chui 䍋
bu 䍌
kou 䍍
cun,xian 䍎
han 䍐
han 䍑
mou 䍒
hu 䍓
gong 䍔
di 䍕
fu 䍖
xuan 䍗
mi 䍘
mou,mei 䍙
lang 䍚
gu 䍛
zhao 䍜
ta 䍝
yu 䍞
zong 䍟
li 䍠
lu 䍡
wu 䍢
lei 䍣
ji 䍤
li 䍥
li 䍦
po,fei 䍨
yang 䍩
wa 䍪
tuo 䍫
peng 䍬
zhao 䍮
gui 䍯
xu 䍱
nai 䍲
chuo,que,jue 䍳
wei 䍴
zheng 䍵
dong 䍶
wei 䍷
bo 䍸
huan 䍺
xuan 䍻
zan,can 䍼
li 䍽
yan 䍾
huang 䍿
xue 䎀
hu 䎁
bao 䎂
ran 䎃
xiao,tiao 䎄
po 䎅
liao 䎆
zhou 䎇
yi 䎈
xu 䎉
po,luo 䎊
kao 䎋
chu 䎌
na 䎎
han 䎏
chao 䎐
lu 䎑
zhan 䎒
ta 䎓
fu 䎔
hong 䎕
zeng 䎖
qiao 䎗
su 䎘
pin 䎙
guan 䎚
hun 䎜
chu 䎝
er 䎟
nuo,er 䎠
ruan 䎡
qi 䎢
si 䎣
ju 䎤
yan 䎦
bang,pou 䎧
an,ye 䎨
zi 䎩
ne 䎪
chuang 䎫
ba 䎬
cao 䎭
ti 䎮
han 䎯
zuo 䎰
bei,ba 䎱
zhe 䎲
wa 䎳
sheng,geng 䎴
bi 䎵
er 䎶
zhu 䎷
wu 䎸
wen 䎹
zhi 䎺
zhou 䎻
lu 䎼
wen 䎽
gun 䎾
qiu 䎿
la 䏀
zai 䏁
sou 䏂
mian,ming 䏃
di,zhi 䏄
qi 䏅
cao 䏆
piao 䏇
lian,luan 䏈
shi 䏉
long 䏊
su 䏋
yi,qi 䏌
yuan 䏍
feng 䏎
xu 䏏
jue 䏐
di 䏑
pan,pian 䏒
guan 䏓
niu,nv,rou,zhou 䏔
ren 䏕
yin,zhen 䏖
gai 䏗
pi 䏘
zhuan,dan,tan 䏙
miao,chao 䏚
chun 䏛
he 䏜
zhuan 䏝
mo 䏞
bi,bie 䏟
qi,la 䏠
shi 䏡
bi 䏢
jue 䏣
si 䏤
tian,gua 䏦
na,chi 䏧
hui,dui 䏨
xi 䏩
er 䏪
xiu 䏫
mou 䏬
xi 䏮
zhi 䏯
run 䏰
ju 䏱
die,ti 䏲
zhe 䏳
shao 䏴
mang,meng 䏵
bi 䏶
han 䏷
yu 䏸
chen,xian 䏹
pang 䏺
neng 䏻
zhan,can 䏼
bu,pei 䏽
qi 䏿
ji 䐀
zhuo,du 䐁
lu 䐂
zhun,jun 䐃
han,xian 䐄
xi 䐅
cai 䐆
chun,wen 䐇
zhi 䐈
nao,zi 䐉
kun,hun 䐊
cong 䐋
tian 䐌
chu 䐍
di 䐎
shun,chun 䐏
qiu 䐐
zhe 䐑
zha 䐒
rou 䐓
bin,bian 䐔
ji 䐕
xi 䐖
zhu,du 䐗
jue 䐘
ge 䐙
ji 䐚
da 䐛
chen 䐜
suo 䐝
ruo 䐞
xiang,gou 䐟
huang 䐠
qi 䐡
chu,zhou,zhu 䐢
sun 䐣
cuo,chai 䐤
weng 䐥
ke 䐦
kao,he 䐧
gu,que 䐨
gai,gui,kai 䐩
fan 䐪
cong 䐫
cao 䐬
di,zhi 䐭
chan 䐮
lei 䐯
xiu 䐰
zhai 䐱
zhe 䐲
yu 䐳
gui 䐴
gong,huang 䐵
qian,zan,jin 䐶
dan 䐷
huo,guo 䐸
xiao,sou,sao 䐹
tan 䐺
gu 䐻
xi 䐼
man 䐽
duo 䐾
ao 䐿
pi 䑀
wu 䑁
ai 䑂
meng 䑃
pi,yi 䑄
meng 䑅
yang 䑆
zhi 䑇
bo 䑈
ying 䑉
wei 䑊
rang 䑋
lan 䑌
yan,ying 䑍
chan 䑎
quan,huan 䑏
zhen 䑐
pu 䑑
tai 䑓
fei 䑔
shu 䑕
dang 䑗
cuo 䑘
tian,tan,ran 䑙
tian 䑚
chi 䑛
ta,tie 䑜
jia 䑝
shun 䑞
huang 䑟
liao 䑠
chen 䑣
jin 䑤
sa,e 䑥
gou 䑦
fu 䑧
duo 䑨
e 䑪
beng 䑫
tao,yao,tiao 䑬
di 䑭
di 䑯
bu 䑰
wan 䑱
zhao 䑲
lun 䑳
qi 䑴
mu 䑵
qian 䑶
zong 䑸
sou,sao 䑹
you 䑻
zhou 䑼
ta 䑽
su 䑿
bu 䒀
xi 䒁
jiang 䒂
cao 䒃
fu 䒄
teng 䒅
che 䒆
fu 䒇
fei 䒈
wu 䒉
xi 䒊
yang 䒋
ming 䒌
pang 䒍
mang 䒎
seng 䒏
meng 䒐
cao 䒑
tiao 䒒
kai 䒓
bai 䒔
xiao 䒕
xin 䒖
qi 䒗
shao 䒚
huan 䒛
niu 䒜
xiao 䒝
chen,yin 䒞
dan 䒟
feng,xia 䒠
yin 䒡
ang 䒢
ran 䒣
ri 䒤
man 䒥
fan 䒦
qu 䒧
shi,si 䒨
he 䒩
bian 䒪
dai 䒫
mo 䒬
deng 䒭
kuang 䒰
