líng,yuán,xīng 〇
shēn 㮱
chōu 㮲
zhèn 㮳
zhān 㮵
shuò 㮶
jī 㮷
sòng 㮸
zhǐ 㮹
běn 㮺
lǎng 㮾
bì 㮿
xuàn 㯀
péi 㯁
dài 㯂
zhī 㯄
pí,bī 㯅
chǎn,shàn 㯆
bì 㯇
sù 㯈
huò 㯉
hén 㯊
jiǒng,yǐng 㯋
chuán 㯌
jiǎng 㯍
nèn 㯎
gǔ 㯏
fǎng 㯐
tà,dá 㯓
cuì 㯔
xī 㯕
dé 㯖
xián 㯗
kuǎn 㯘
zhé 㯙
tā 㯚
hú 㯛
cuì 㯜
lù 㯝
juàn 㯞
lù 㯟
qiàn 㯠
pào,páo 㯡
zhèn 㯢
lì 㯤
cáo,zāo 㯥
qí 㯦
tì 㯩
líng 㯪
qú 㯫
liǎn 㯬
lǔ 㯭
shú 㯮
gòng,dǎn,jù 㯯
zhé 㯰
pāo 㯱
jìn 㯲
qíng 㯳
zōng 㯶
pú 㯷
jǐn 㯸
biǎo 㯹
jiàn 㯺
gǔn 㯻
zāo 㯾
liè,là 㯿
lí 㰀
luǒ 㰁
shěn 㰂
mián,miàn 㰃
jiàn 㰄
dí,zhé 㰅
bèi 㰆
liǎn 㰈
xián 㰊
pín 㰋
què 㰌
lóng 㰍
zuì 㰎
jué 㰐
shān 㰑
xué 㰒
xiè 㰔
lǎn 㰖
qí 㰗
yí 㰘
nuó 㰙
lí 㰚
yuè 㰛
yǐ 㰝
chī 㰞
jì,qì 㰟
hāng 㰠
xiè 㰡
kēng 㰢
zī 㰣
hē,qiè 㰤
xì,huì 㰥
qù 㰦
hāi 㰧
xiā 㰨
hāi 㰩
guī 㰪
chān 㰫
xún 㰬
xū 㰭
shèn 㰮
kòu,tòu,tǒu,hòu 㰯
xiā,qiè,hē 㰰
shà 㰱
yū,xù 㰲
yà,yā 㰳
pǒu 㰴
zú 㰵
yǒu,ǒu 㰶
zì 㰷
liǎn 㰸
xiān,xiàn,hǎn 㰹
xià,xiá 㰺
yǐ,xī,hòu 㰻
shà,qiè 㰼
yàn 㰽
jiào 㰾
xī 㰿
chǐ 㱀
shì,kuǎn 㱁
kāng 㱂
yǐn 㱃
hēi,mò 㱄
yì 㱅
xī 㱆
sè,xì 㱇
jìn 㱈
yè 㱉
yōu 㱊
què 㱋
yé,chè 㱌
luán 㱍
kūn 㱎
zhèng 㱏
xiē 㱔
cuì 㱖
xiū 㱗
àn 㱘
xiǔ,guǎ 㱙
cán 㱚
chuǎn,bù 㱛
zhá 㱜
yì,lā 㱞
pī,pǐ 㱟
kū,gū 㱠
shēng 㱡
láng 㱢
tuǐ 㱣
xī 㱤
líng,lèng 㱥
qī 㱦
wò,yuǎn 㱧
liàn 㱨
dú 㱩
mèn 㱪
làn 㱫
wěi 㱬
duàn 㱭
kuài 㱮
ái 㱯
zǎi 㱰
huì 㱱
yì 㱲
mò 㱳
zì 㱴
fèn 㱵
péng,bēng 㱶
bì 㱸
lì 㱹
lú 㱺
luò 㱻
hāi 㱼
zhěn,qín 㱽
gāi,kāi 㱾
què,hù,qiǎng 㱿
zhēn,chēn 㲀
kōng,zhōng 㲁
chéng 㲂
jiù 㲃
jué,kū 㲄
jì 㲅
líng 㲆
sháo,táo 㲈
què 㲉
ruì 㲊
chuò 㲋
nèng 㲌
zhī 㲍
lóu 㲎
pāo 㲏
bào,qú 㲒
róng,shù 㲓
xiān 㲔
lèi 㲕
xiāo 㲖
fū 㲗
qú 㲘
shā 㲚
zhǐ 㲛
tán 㲜
rǒng 㲝
sū,zú 㲞
yǐng 㲟
máo 㲠
nài 㲡
biàn 㲢
shuāi 㲤
táng 㲥
hàn 㲦
sào 㲧
róng 㲨
dēng 㲪
pú 㲫
jiāo 㲬
tǎn 㲭
rán 㲯
níng 㲰
liè 㲱
dié 㲲
dié,zhì 㲳
zhòng 㲴
lǜ 㲶
dàn 㲷
xī 㲸
guǐ 㲹
jí 㲺
nì 㲻
yì,chà 㲼
niàn,rěn 㲽
yǔ 㲾
wǎng 㲿
guò 㳀
zè 㳁
yán,yàn 㳂
cuì 㳃
xián 㳄
jiǎo 㳅
tǒu 㳆
fù 㳇
pèi 㳈
yōu,zhōng 㳊
qiū 㳋
yā 㳌
bù 㳍
biàn 㳎
shì 㳏
zhá 㳐
yì 㳑
biàn 㳒
duì 㳔
lán 㳕
yī 㳖
chài,chà 㳗
chōng 㳘
xuàn 㳙
xù 㳚
yú,yóu 㳛
xiū 㳜
tà 㳠
guō 㳡
lòng 㳥
xiè 㳦
chè,rè 㳧
jiǎn 㳨
tān 㳩
pì 㳪
zǎn 㳫
xuán 㳬
xián 㳭
niào 㳮
mì 㳴
jì 㳵
nǒu,rǔ 㳶
hū,mǐn,wěn,tuì 㳷
huā 㳸
wǎng,wāng 㳹
yóu 㳺
zé 㳻
bì,yù 㳼
mǐ 㳽
qiāng 㳾
xiè 㳿
fàn,fān 㴀
yì 㴁
tān 㴂
lèi 㴃
yǒng 㴄
jìn 㴆
shè,máng 㴇
yìn 㴈
jǐ 㴉
sù 㴋
nài 㴎
wǎng 㴏
miàn,miǎn 㴐
sù 㴑
yì 㴒
shāi 㴓
xī,yì,sè 㴔
jí 㴕
luò 㴖
yōu 㴗
mào 㴘
zhǎ,zhá 㴙
suì 㴚
zhì 㴛
biàn 㴜
lí 㴝
qiào 㴥
guàn 㴦
xī 㴧
zhèn 㴨
yōng 㴩
niè 㴪
jùn,yá 㴫
xiè 㴬
yǎo 㴭
xiè 㴮
zhī 㴯
néng 㴰
sī 㴲
lǒng 㴳
chén 㴴
mì 㴵
què,hú 㴶
dān 㴷
shǎn 㴸
sù 㴼
xiè 㴽
bó 㴾
dǐng 㴿
zú 㵀
shù 㵂
shé 㵃
hàn,yù 㵄
tān,tàn 㵅
gǎo 㵆
nà 㵊
mì 㵋
xún 㵌
mèn 㵍
jiàn 㵎
cuǐ 㵏
jué 㵐
hè 㵑
fèi,pài,bì 㵒
shí 㵓
chě 㵔
shèn 㵕
nǜ 㵖
píng 㵗
màn 㵘
yì 㵝
chóu 㵞
kū 㵠
báo 㵡
léi 㵢
kě 㵣
shà 㵤
bì 㵥
suí 㵦
gé,yì 㵧
pì,bó 㵨
yì 㵩
xián,yàn,yán 㵪
nì 㵫
yíng 㵬
zhǔ 㵭
chún 㵮
féng 㵯
xù 㵰
piǎo 㵱
wǔ 㵲
liáo 㵳
cáng 㵴
zòu,jù 㵵
zuō 㵶
biàn 㵷
yào 㵸
huán,mò 㵹
pài 㵺
xiū 㵻
lěi 㵽
qìng,jìng 㵾
xiào 㵿
jiāo 㶀
guó,huò 㶁
yán 㶄
xué 㶅
zhū,chú 㶆
héng 㶇
yíng 㶈
xī 㶉
lián 㶌
xiǎn 㶍
huán 㶎
yīn 㶏
liàn 㶑
shǎn,shěn,tàn 㶒
cáng 㶓
bèi 㶔
jiǎn 㶕
shù 㶖
fàn,fán 㶗
diàn 㶘
bà 㶚
yú 㶛
nǎng 㶞
lěi 㶟
yì 㶠
dài,huǒ 㶡
chán,yín 㶣
chǎo 㶤
gān 㶥
jìn 㶦
nèn 㶧
liǎo 㶫
mò 㶬
yǒu 㶭
liù 㶯
hán 㶰
yòng 㶲
jìn 㶳
chǐ 㶴
rèn 㶵
nóng 㶶
hòng 㶹
tiàn 㶺
āi,xī 㶼
guā 㶽
biāo 㶾
bó 㶿
qióng 㷀
shù 㷂
chuǐ 㷃
huǐ 㷄
chǎo 㷅
fù 㷆
huī,guài 㷇
è 㷈
wèi 㷉
fén 㷊
tán 㷋
lún 㷍
hè 㷎
yǒng 㷏
huǐ 㷐
yú 㷒
zǒng 㷓
yàn 㷔
qiú 㷕
zhào 㷖
jiǒng 㷗
tái 㷘
tuì 㷟
lín 㷠
jiǒng 㷡
zhǎ 㷢
xīng 㷣
hù,xuè 㷤
xù 㷦
cuì 㷪
qǐng 㷫
mò 㷬
zāo 㷮
bèng 㷯
chī,lí 㷰
yàn 㷳
gé 㷴
mò 㷵
bèi 㷶
juǎn 㷷
dié 㷸
zhào,shào 㷹
wú 㷻
yàn 㷼
jué 㷾
xiān 㷿
tái 㸀
hǎn 㸁
diǎn 㸃
jì 㸄
jié,jí 㸅
kào 㸆
zuǎn 㸇
xiè 㸉
lài,là 㸊
fán 㸋
huò 㸌
xì 㸍
niè 㸎
mí 㸏
rán 㸐
cuàn 㸑
yín,jīng 㸒
mì 㸓
jué 㸕
qū 㸖
tóng 㸗
wàn 㸘
zhē 㸙
lǐ,lì 㸚
sháo 㸛
kòng 㸜
xiān,kǎn 㸝
zhé 㸞
zhī 㸟
tiǎo 㸠
shū 㸡
bèi 㸢
yè 㸣
piàn 㸤
chàn 㸥
hù,jià 㸦
kèn 㸧
jiū 㸨
ān 㸩
chún 㸪
qián 㸫
bèi 㸬
bā 㸭
fén 㸮
kē 㸯
tuó 㸰
tuó 㸱
zuó 㸲
líng 㸳
guǐ 㸵
yān 㸶
shì 㸷
hǒu,ǒu,kǒu 㸸
liè,luō 㸹
shā 㸺
sì 㸻
bèi 㸽
rèn 㸾
dú 㸿
bó 㹀
liáng 㹁
qiǎn 㹂
fèi 㹃
jì 㹄
zǒng 㹅
huī 㹆
hé,jiān 㹇
lí 㹈
yuán,wán 㹉
yuè 㹊
xiū 㹋
chǎn,shèng 㹌
dí 㹍
léi 㹎
jǐn 㹏
chóng 㹐
sì 㹑
pǔ 㹒
yǎo 㹓
jiāng 㹔
huān 㹕
huàn 㹖
tāo 㹗
rù 㹘
wěng 㹙
yíng 㹚
ráo 㹛
yín 㹜
shì 㹝
yín,yǐn,yá 㹞
jué,kuài 㹟
tún 㹠
xuán 㹡
jiā,gā 㹢
zhōng 㹣
qiè 㹤
zhù 㹥
diāo 㹦
yòu 㹨
yí 㹫
shǐ 㹬
yì 㹭
mò 㹮
què 㹱
xiāo,xiào 㹲
wú 㹳
gēng 㹴
yǐng 㹵
tíng 㹶
shǐ 㹷
ní 㹸
gēng 㹹
tà 㹺
wō,wēi 㹻
jú 㹼
chǎn 㹽
piǎo,jiào 㹾
zhuó,zhào 㹿
hū,náo 㺀
nǎo 㺁
yán,gǎn 㺂
gǒu 㺃
yǔ,yú 㺄
hóu 㺅
sī 㺇
chī 㺈
hù 㺉
yàng 㺊
wēng 㺋
xiàn 㺌
pín 㺍
róng 㺎
lóu 㺏
lǎo,sāo 㺐
shān,shàn,sāo,shǎn 㺑
xiāo,nǎo,qiāo,xiào 㺒
zé 㺓
hài,huī 㺔
fán,biàn 㺕
hǎn 㺖
chān 㺗
zhàn 㺘
tǎ 㺚
zhù 㺛
nóng 㺜
hàn 㺝
yú 㺞
zhuó 㺟
yòu 㺠
lì 㺡
huò,huō 㺢
xī 㺣
xiān 㺤
chán 㺥
lián 㺦
sī 㺨
jiù,qiú 㺩
pú 㺪
qiú 㺫
gǒng 㺬
zǐ 㺭
yú 㺮
réng 㺱
niǔ 㺲
méi 㺳
bā 㺴
jiú 㺵
xù 㺷
píng 㺸
biàn 㺹
mào 㺺
yí 㺿
yú 㻀
píng 㻂
qū 㻃
bǎo 㻄
huì 㻅
bù 㻉
máng 㻊
là 㻋
tú 㻌
wú 㻍
lì 㻎
líng 㻏
jì 㻑
jùn 㻒
zōu 㻓
duǒ 㻔
jué 㻕
dài 㻖
bèi 㻗
là 㻝
bīn,bān 㻞
suí 㻟
tú 㻠
xuē,dié 㻡
duò 㻧
suì 㻪
bì 㻫
tū 㻬
sè 㻭
càn 㻮
tú 㻯
miǎn 㻰
jīn 㻱
lǚ 㻲
zhàn 㻵
bǐ 㻶
jí 㻷
zēn 㻸
xuān 㻹
lì 㻺
suì,xuán 㻽
yōng 㻾
shǔ 㻿
é 㼂
qióng 㼇
luó 㼈
zhèn 㼉
tún 㼊
gū,rǔ 㼋
yǔ 㼌
lěi 㼍
bó 㼎
něi 㼏
pián 㼐
liàn 㼑
tǎng 㼒
lián 㼓
wēn 㼔
dāng 㼕
lì 㼖
tíng 㼗
wǎ 㼘
zhòu 㼙
gāng 㼚
xíng 㼛
àng 㼜
fàn 㼝
pèng,bèng 㼞
bó 㼟
tuó 㼠
shū 㼡
yí 㼢
bó 㼣
qiè 㼤
tǒu,kǎo 㼥
gǒng 㼦
tóng 㼧
hán 㼨
chéng,shèng 㼩
jié 㼪
huàn,huà 㼫
xìng 㼬
diàn 㼭
chāi,qì 㼮
dòng 㼯
pí 㼰
ruǎn,jùn 㼱
liè 㼲
shěng 㼳
ǒu 㼴
dì 㼵
yú 㼶
chuán,zhuān 㼷
róng 㼸
kāng,huāng 㼹
táng 㼺
cóng 㼻
piáo 㼼
chuǎng,shuǎng 㼽
lù 㼾
tóng,zhòng 㼿
zhèng 㽀
lì 㽁
sà 㽂
pān 㽃
sī 㽄
dāng 㽆
hú 㽇
yì 㽈
xiàn 㽉
xiè 㽊
luó 㽋
liù 㽌
tán,xīn 㽎
gàn 㽏
tán 㽑
yóu 㽕
nán 㽖
gǎng 㽘
jùn 㽙
chì 㽚
gōu,qú 㽛
wǎn 㽜
lì 㽝
liú 㽞
liè 㽟
xiá 㽠
bēi 㽡
ǎn 㽢
yù 㽣
jú 㽤
róu 㽥
xún 㽦
zī 㽧
cuó 㽨
càn 㽩
zěng 㽪
yōng 㽫
fù,pì 㽬
ruǎn 㽭
xí 㽯
shù 㽰
jiǎo,jiū,niú 㽱
jiǎo,xiǔ 㽲
xū 㽳
zhàng 㽴
shuì 㽷
chén 㽸
fǎn,fàn 㽹
jí 㽺
zhī 㽻
gù 㽽
wù 㽾
qiè,qǔ 㾀
shù 㾁
hāi 㾂
tuó 㾃
dú,chóu 㾄
zǐ 㾅
rán 㾆
mù 㾇
fù 㾈
líng 㾉
jí,cì,sè 㾊
xiū,xiù 㾋
xuǎn 㾌
nái 㾍
yā,xiā 㾎
jiè,yá 㾏
lì 㾐
dá,hè,da 㾑
rú,rù 㾒
yuān 㾓
lǚ 㾔
shěn 㾕
lǐ 㾖
liàng 㾗
gěng 㾘
xìn,xì 㾙
xiē 㾚
qǐn 㾛
qiè 㾜
chè 㾝
yóu 㾞
bù 㾟
kuáng 㾠
què 㾡
ài 㾢
qīn 㾣
qiāng 㾤
chù 㾥
pèi,pēi 㾦
kuò,luǒ 㾧
yī,qǐ,ǎi 㾨
guāi 㾩
shěng 㾪
piān 㾫
zhòu 㾭
huáng 㾮
huī,tuí 㾯
hú 㾰
bèi 㾱
zhā 㾴
jì 㾵
gǔ 㾶
xī 㾷
gǎo 㾸
chái,zhài,chí 㾹
mà 㾺
zhù,chú 㾻
tuǐ 㾼
zhuì,tuí 㾽
xiān,lián 㾾
láng 㾿
zhì,dài 㿃
ài 㿄
xiǎn 㿅
guō 㿆
xí,xì 㿇
tuǐ 㿉
cǎn 㿊
sào 㿋
xiān 㿌
jiè 㿍
fèn,fén 㿎
qún 㿏
yào 㿑
dǎo,zhòu,chóu 㿒
jiá 㿓
lěi 㿔
yán 㿕
lú,lù 㿖
tuí 㿗
yíng 㿘
pì 㿙
luò 㿚
lì 㿛
biě 㿜
mào 㿞
bái 㿟
huàng 㿠
yào 㿢
hē 㿣
chǔn 㿤
hé 㿥
nìng 㿦
chóu 㿧
lì 㿨
tǎng 㿩
huán 㿪
bì 㿫
bā 㿬
chè,lè 㿭
yàng 㿮
dá 㿯
áo,bì 㿰
xué 㿱
zī 㿳
dā 㿴
rǎn 㿵
bāng 㿶
cuó,cāo 㿷
wǎn,mán 㿸
tà 㿹
báo 㿺
gān 㿻
yán 㿼
xī 㿽
zhù 㿾
yǎ 㿿
fàn 䀀
yòu 䀁
ān 䀂
tuí 䀃
méng 䀄
shè 䀅
jìn 䀆
gǔ 䀇
jì 䀈
qiáo 䀉
jiǎo 䀊
yán 䀋
xì 䀌
kàn 䀍
miǎn 䀎
xuàn,xún 䀏
shān 䀐
wò 䀑
qiān 䀒
huàn 䀓
rèn 䀔
zhèn 䀕
tiān 䀖
jué,xuè 䀗
xié,jī 䀘
qì 䀙
áng 䀚
mèi,wù,mà 䀛
gǔ 䀜
tāo 䀞
fán 䀟
jù 䀠
chàn,diān,tàn 䀡
shùn 䀢
bì,mà 䀣
mào 䀤
shuò 䀥
gǔ 䀦
hǒng 䀧
huà,guā 䀨
luò 䀩
háng 䀪
jiá,tǔn 䀫
quán 䀬
gāi 䀭
huāng 䀮
bǔ 䀯
gǔ 䀰
fēng 䀱
mù 䀲
ài 䀳
yǐng,yà,kēng 䀴
shùn 䀵
liàng,lǎng 䀶
jié 䀷
chì 䀸
jié,zhǎ,shè,jiá,yà 䀹
chōu,tāo 䀺
pìng 䀻
chēn,rèn 䀼
yán 䀽
dǔ 䀾
dì 䀿
liàng 䁁
xiàn 䁂
biāo 䁃
xìng 䁄
měng,mèng 䁅
yè 䁆
mì 䁇
qì 䁈
qì 䁉
wò 䁊
xiè,zhé 䁋
yù 䁌
qià,kān 䁍
chéng,tíng,chēng 䁎
yǎo 䁏
yīng,yìng 䁐
yáng 䁑
jí,zí 䁒
zōng,zǒng,jiè 䁓
xuān,hàn 䁔
mín 䁕
lōu 䁖
kǎi 䁗
yǎo 䁘
yǎn 䁙
sǔn,qióng 䁚
guì 䁛
huàng,huǎng 䁜
yíng,yǐng 䁝
shěng 䁞
chá 䁟
lián 䁠
xuán 䁢
chuán 䁣
chè,zhé,huǐ 䁤
nì 䁥
qù 䁦
miáo 䁧
huò 䁨
yú 䁩
zhǎn 䁪
hú,méng 䁫
céng 䁬
biāo 䁭
qián 䁮
xī,xié 䁯
jiǎng 䁰
kōu 䁱
mái 䁲
mǎng 䁳
zhǎn,shǎn 䁴
biǎn,huán 䁵
jī,jiǎo 䁶
jué,wù 䁷
náng,nǒng 䁸
bì 䁹
shì,yì 䁺
shuò,lì 䁻
mò 䁼
liè 䁽
miè 䁾
mò 䁿
xī 䂀
chán 䂁
qú 䂂
jiào 䂃
huò 䂄
xiān 䂅
xù 䂆
niǔ 䂇
tóng 䂈
hóu 䂉
yù 䂊
chōng 䂌
bó 䂍
zuǎn,cuān 䂎
diāo 䂏
zhuō 䂐
jī 䂑
qià 䂒
xìng 䂔
huì 䂕
shí 䂖
kū 䂗
duī 䂙
yáo 䂚
yú 䂛
bàng 䂜
jié 䂝
zhè 䂞
jiā 䂟
shǐ 䂠
dǐ 䂡
dǒng 䂢
cí 䂣
fù 䂤
mín 䂥
zhēn,zhěn 䂦
zhěn 䂧
yàn,qìng 䂩
qiǎo,diào 䂪
hāng,hóng 䂫
gǒng 䂬
qiāo 䂭
lüè 䂮
guài 䂯
là 䂰
ruì 䂱
fǎ 䂲
cuǒ,chǎ 䂳
yán 䂴
gōng 䂵
jié 䂶
guāi 䂷
guó 䂸
suǒ 䂹
wǒ,kē 䂺
zhèng 䂻
niè 䂼
diào 䂽
lǎi 䂾
tà 䂿
cuì 䃀
yā 䃁
gǔn 䃂
dī 䃅
mián 䃇
jiē 䃈
mín 䃉
jǔ 䃊
yú 䃋
zhēn,yīn 䃌
zhào 䃍
zhà,zhǎ 䃎
xīng 䃏
bān,pán 䃑
hé 䃒
gòu,gōu 䃓
hóng,qióng 䃔
láo,luò 䃕
wù 䃖
bō,zhuó 䃗
kēng 䃘
lù 䃙
cù,zú 䃚
lián 䃛
yī 䃜
qiào 䃝
shú 䃞
xuàn 䃠
jīn,qín 䃡
qīn 䃢
huǐ 䃣
sù 䃤
chuáng 䃥
dūn 䃦
lóng 䃧
náo 䃩
tán 䃪
dǎn 䃫
wěi,kuǐ,lěi 䃬
gǎn 䃭
dá 䃮
lì 䃯
cā 䃰
xiàn 䃱
pán 䃲
là,liè 䃳
zhū 䃴
niǎo 䃵
huái,guī,guài 䃶
yíng 䃷
xiàn,jīn 䃸
làn 䃹
mó 䃺
bà 䃻
guǐ,zhī,fú 䃽
bǐ 䃾
fū 䃿
huò 䄀
yì 䄁
liù 䄂
yīn 䄄
juàn 䄅
huó,huàn 䄆
chéng 䄇
dòu,xiáng 䄈
é 䄉
yǎn,yàn 䄋
zhuì,chuò 䄌
zhà 䄍
qǐ 䄎
yú 䄏
quàn 䄐
huó 䄑
niè 䄒
huáng 䄓
jǔ 䄔
shè 䄕
péng 䄘
míng 䄙
cáo 䄚
lóu 䄛
lí,chī 䄜
chuāng 䄝
cuī 䄟
shàn 䄠
dān 䄡
qí 䄢
lài,lǎn 䄤
líng 䄥
liǎo 䄦
réng 䄧
yú 䄨
yì 䄩
diǎo 䄪
qǐ 䄫
yí 䄬
nián 䄭
fū 䄮
jiǎn 䄯
yá 䄰
fāng 䄱
ruì 䄲
xiān 䄳
bì,bó 䄶
shí 䄷
pò 䄸
nián 䄹
zhì,tí 䄺
táo,cháo,tiāo 䄻
tiǎn 䄼
tiǎn 䄽
rù,rǒng 䄾
yì 䄿
liè 䅀
àn 䅁
hé 䅂
qióng,jiòng 䅃
lì 䅄
guī,wā 䅅
zì 䅆
sù 䅇
yuàn 䅈
yà 䅉
chá 䅊
wǎn 䅋
juān 䅌
tǐng 䅍
yǒu 䅎
huì 䅏
jiǎn 䅐
ruí 䅑
máng 䅒
jǔ 䅓
zī 䅔
jū 䅕
ān,ǎn,yān,yǎn,yè 䅖
suì 䅗
lái 䅘
hùn 䅙
quǎn 䅚
chāng 䅛
duò,chuí,tuǒ 䅜
kōng 䅝
nè 䅞
cǎn 䅟
tí 䅠
xǔ 䅡
jiù 䅢
huáng 䅣
qì 䅤
jié,gé 䅥
máo 䅦
yān,yìn 䅧
zhǐ,qí 䅩
tuí 䅪
ài 䅬
páng 䅭
càng 䅮
táng 䅯
ěn 䅰
hùn 䅱
qí 䅲
chú,zōu 䅳
suǒ 䅴
zhuó 䅵
nòu 䅶
tú,chú 䅷
shēn,zú 䅸
lǒu 䅹
biāo,miǎo 䅺
lí 䅻
mán,màn 䅼
xīn,gǔ 䅽
cén,qián 䅾
huá,huáng 䅿
měi 䆀
gāo 䆁
lián 䆂
dào 䆃
zhǎn 䆄
zī 䆅
zhì 䆈
bà 䆉
cuì,mèi 䆊
qiū 䆋
lóng 䆍
xiān 䆎
fèi,fèn 䆏
guó 䆐
chéng 䆑
jiù 䆒
è,ruǎn 䆓
chōng 䆔
yuè 䆕
hóng 䆖
yǎo 䆗
yā,zā 䆘
yáo 䆙
tóng,dòng 䆚
zhà 䆛
yòu 䆜
xuè,zhú 䆝
yǎo 䆞
kè,āo 䆟
huàn 䆠
láng 䆡
yuè 䆢
chén 䆣
shèn 䆦
níng 䆨
míng 䆩
hōng 䆪
chuāng 䆫
yǔn 䆬
xuān 䆭
jìn 䆮
zhuó 䆯
yū 䆰
tān 䆱
kāng 䆲
qióng 䆳
chéng 䆵
jiū 䆶
xuè 䆷
zhēng 䆸
chōng,tǒng 䆹
pān 䆺
qiào 䆻
qú 䆽
lán,làn 䆾
yì 䆿
róng 䇀
sī 䇁
qiān 䇂
sì 䇃
fá 䇅
méng 䇇
huà 䇈
hài 䇋
qiào 䇌
chù,qì 䇍
què 䇎
duì 䇏
lì 䇐
bà,pī 䇑
jiè 䇒
xū 䇓
luò,nuò 䇔
yǔn 䇖
zhōng 䇗
hù 䇘
yǐn 䇙
zhǐ 䇛
qiǎn,qiàn 䇜
gān,gǎn 䇞
jiàn 䇟
zhù 䇠
zhù 䇡
kǔ,gù 䇢
niè 䇣
ruì 䇤
zé 䇥
ǎng,yīng 䇦
zhì,jī 䇧
gòng,xiáng 䇨
yì,yè 䇩
chī 䇪
jī 䇫
zhū,shū,chuǎng 䇬
lǎo 䇭
rèn 䇮
róng 䇯
zhēng 䇰
nà 䇱
cè,jiā 䇲
yí 䇵
jué,wò 䇶
bié 䇷
chéng,tīng 䇸
jùn 䇹
dòu 䇺
wěi 䇻
yì 䇼
zhé,zhì 䇽
yán 䇾
sān 䈀
lún 䈁
píng 䈂
zhǎo 䈃
hán 䈄
yù 䈅
dài 䈆
zhào 䈇
féi,bā 䈈
shà,qiè 䈉
líng 䈊
tà 䈋
qū 䈌
máng,méng 䈍
yè 䈎
báo,fú 䈏
guì 䈐
guǎ 䈑
nǎn,lǎn 䈒
gé,qià 䈓
shí,tí,jī,yí 䈕
kē 䈖
suǒ 䈗
cí 䈘
zhòu 䈙
tái 䈚
kuài 䈛
qìn 䈜
xū 䈝
dǔ 䈞
cè,zhá 䈟
huǎn,yuàn 䈠
cōng,sōng 䈡
sǎi,xǐ 䈢
zhèng 䈣
qián 䈤
jīn 䈥
zōng 䈦
wěi 䈧
xì 䈪
nà 䈫
pú 䈬
sōu,huái 䈭
jù 䈮
zhēn 䈯
shāo 䈰
tāo 䈱
bān,pán 䈲
tà 䈳
qiàn 䈴
wēng 䈵
róng 䈶
luò 䈷
hú 䈸
sǒu 䈹
zhōng 䈺
pú 䈻
miè,mì 䈼
jīn 䈽
shāo,shuò 䈾
mì 䈿
shù 䉀
líng 䉁
lěi 䉂
jiǎng 䉃
léng 䉄
zhì 䉅
diǎo 䉆
sǎn 䉈
gū,hú 䉉
fàn 䉊
mèi 䉋
suì 䉌
jiǎn 䉍
táng 䉎
xiè 䉏
kū 䉐
wú 䉑
fán 䉒
luò 䉓
cān 䉔
céng 䉕
líng 䉖
yī 䉗
cóng 䉘
yún 䉙
méng 䉚
yù,ǎo 䉛
zhì 䉜
yǐ 䉝
dǎn 䉞
huò 䉟
wéi 䉠
tán 䉡
sè 䉢
xiè 䉣
sǒu 䉤
sǒng 䉥
qiān 䉦
liú,liǔ 䉧
yì 䉨
lèi 䉪
lí 䉫
fèi 䉬
liè 䉭
lìn 䉮
xiàn 䉯
xiào,jiǎo 䉰
ōu 䉱
mí 䉲
xiān,xiǎn 䉳
ráng 䉴
zhuàn,zuǎn 䉵
shuāng 䉶
yán 䉷
biàn 䉸
líng 䉹
hóng 䉺
qí 䉻
liào 䉼
bǎn 䉽
bì 䉾
hú 䉿
hú 䊀
cè,sè 䊂
pèi 䊃
qióng 䊄
míng 䊅
jiù,qiǔ 䊆
bù 䊇
méi 䊈
sǎn 䊉
wèi 䊊
lí 䊍
quǎn,qún 䊎
hún 䊐
xiǎng 䊑
shì 䊓
yíng 䊔
nǎn 䊖
huáng 䊗
jiù 䊘
yān 䊙
sà 䊛
tuán 䊜
xiè 䊝
zhé,chè 䊞
mén 䊟
xì 䊠
mán 䊡
huáng 䊣
tán,dàn 䊤
xiào 䊥
yè 䊦
bì 䊧
luó 䊨
fán 䊩
lì 䊪
cuǐ 䊫
chuā 䊬
dào,chóu 䊭
dí 䊮
kuàng 䊯
chú 䊰
xiān 䊱
chàn,chǎn 䊲
mí,mó 䊳
qiàn 䊴
qiú 䊵
zhèn 䊶
hù 䊺
gān 䊻
chǐ 䊼
guài,jué 䊽
mù 䊾
bó 䊿
huà 䋀
gěng 䋁
yáo 䋂
mào 䋃
wǎng 䋄
rú,nǎ 䋈
xué 䋉
zhēng 䋊
mín 䋋
jiǎng 䋌
zhàn 䋎
zuó,zhà 䋏
yuè 䋐
liè 䋑
zhòu 䋓
bì 䋔
rèn 䋕
yù 䋖
chuò 䋘
ěr 䋙
yì 䋚
mǐ 䋛
qìng 䋜
wǎng 䋞
jì 䋟
bǔ 䋠
biē 䋢
fán,pó 䋣
yuè 䋤
lí 䋥
fán 䋦
qú 䋧
fǔ 䋨
ér 䋩
ē 䋪
zhēng 䋫
tiān 䋬
yù 䋭
jìn 䋮
qǐ 䋯
jú 䋰
lái 䋱
chě 䋲
běi 䋳
niù 䋴
yì,yè 䋵
xǔ,xié 䋶
móu 䋷
xún 䋸
fú 䋹
nín 䋻
tīng,yíng 䋼
běng 䋽
zhǎ,nà 䋾
wēi 䋿
kē 䌀
yāo 䌁
òu 䌂
xiāo,shuò 䌃
gěng 䌄
táng 䌅
guì 䌆
huì 䌇
tā,tà 䌈
yáo 䌊
dā 䌋
qì 䌌
jǐn 䌍
lüè 䌎
